,date,inmigracion,State,DMA,Full
19601,2005-06-01,55,AZ,Phoenix ,Phoenix AZ
19602,2005-07-01,0,AZ,Phoenix ,Phoenix AZ
19603,2005-08-01,100,AZ,Phoenix ,Phoenix AZ
19604,2005-09-01,0,AZ,Phoenix ,Phoenix AZ
19605,2005-10-01,0,AZ,Phoenix ,Phoenix AZ
19606,2005-11-01,0,AZ,Phoenix ,Phoenix AZ
19607,2005-12-01,0,AZ,Phoenix ,Phoenix AZ
19608,2006-01-01,0,AZ,Phoenix ,Phoenix AZ
19609,2006-02-01,0,AZ,Phoenix ,Phoenix AZ
19610,2006-03-01,28,AZ,Phoenix ,Phoenix AZ
19611,2006-04-01,43,AZ,Phoenix ,Phoenix AZ
19612,2006-05-01,40,AZ,Phoenix ,Phoenix AZ
19613,2006-06-01,0,AZ,Phoenix ,Phoenix AZ
19614,2006-07-01,0,AZ,Phoenix ,Phoenix AZ
19615,2006-08-01,33,AZ,Phoenix ,Phoenix AZ
19616,2006-09-01,27,AZ,Phoenix ,Phoenix AZ
19617,2006-10-01,0,AZ,Phoenix ,Phoenix AZ
19618,2006-11-01,34,AZ,Phoenix ,Phoenix AZ
19619,2006-12-01,0,AZ,Phoenix ,Phoenix AZ
19620,2007-01-01,0,AZ,Phoenix ,Phoenix AZ
19621,2007-02-01,0,AZ,Phoenix ,Phoenix AZ
19622,2007-03-01,27,AZ,Phoenix ,Phoenix AZ
19623,2007-04-01,23,AZ,Phoenix ,Phoenix AZ
19624,2007-05-01,25,AZ,Phoenix ,Phoenix AZ
19625,2007-06-01,26,AZ,Phoenix ,Phoenix AZ
19626,2007-07-01,0,AZ,Phoenix ,Phoenix AZ
19627,2007-08-01,21,AZ,Phoenix ,Phoenix AZ
19628,2007-09-01,15,AZ,Phoenix ,Phoenix AZ
19629,2007-10-01,0,AZ,Phoenix ,Phoenix AZ
19630,2007-11-01,0,AZ,Phoenix ,Phoenix AZ
19631,2007-12-01,16,AZ,Phoenix ,Phoenix AZ
19632,2008-01-01,22,AZ,Phoenix ,Phoenix AZ
19633,2008-02-01,0,AZ,Phoenix ,Phoenix AZ
19634,2008-03-01,25,AZ,Phoenix ,Phoenix AZ
19635,2008-04-01,0,AZ,Phoenix ,Phoenix AZ
19636,2008-05-01,0,AZ,Phoenix ,Phoenix AZ
19637,2008-06-01,0,AZ,Phoenix ,Phoenix AZ
19638,2008-07-01,0,AZ,Phoenix ,Phoenix AZ
19639,2008-08-01,0,AZ,Phoenix ,Phoenix AZ
19640,2008-09-01,12,AZ,Phoenix ,Phoenix AZ
19641,2008-10-01,0,AZ,Phoenix ,Phoenix AZ
19642,2008-11-01,34,AZ,Phoenix ,Phoenix AZ
19643,2008-12-01,0,AZ,Phoenix ,Phoenix AZ
19644,2009-01-01,13,AZ,Phoenix ,Phoenix AZ
19645,2009-02-01,0,AZ,Phoenix ,Phoenix AZ
19646,2009-03-01,0,AZ,Phoenix ,Phoenix AZ
19647,2009-04-01,0,AZ,Phoenix ,Phoenix AZ
19648,2009-05-01,17,AZ,Phoenix ,Phoenix AZ
19649,2009-06-01,16,AZ,Phoenix ,Phoenix AZ
19650,2009-07-01,0,AZ,Phoenix ,Phoenix AZ
19651,2009-08-01,0,AZ,Phoenix ,Phoenix AZ
19652,2009-09-01,20,AZ,Phoenix ,Phoenix AZ
19653,2009-10-01,0,AZ,Phoenix ,Phoenix AZ
19654,2009-11-01,12,AZ,Phoenix ,Phoenix AZ
19655,2009-12-01,0,AZ,Phoenix ,Phoenix AZ
19656,2010-01-01,20,AZ,Phoenix ,Phoenix AZ
19657,2010-02-01,0,AZ,Phoenix ,Phoenix AZ
19658,2010-03-01,15,AZ,Phoenix ,Phoenix AZ
19659,2010-04-01,19,AZ,Phoenix ,Phoenix AZ
19660,2010-05-01,0,AZ,Phoenix ,Phoenix AZ
19661,2010-06-01,18,AZ,Phoenix ,Phoenix AZ
19662,2010-07-01,23,AZ,Phoenix ,Phoenix AZ
19663,2010-08-01,0,AZ,Phoenix ,Phoenix AZ
19664,2010-09-01,26,AZ,Phoenix ,Phoenix AZ
19665,2010-10-01,16,AZ,Phoenix ,Phoenix AZ
19666,2010-11-01,9,AZ,Phoenix ,Phoenix AZ
19667,2010-12-01,16,AZ,Phoenix ,Phoenix AZ
19668,2011-01-01,22,AZ,Phoenix ,Phoenix AZ
19669,2011-02-01,14,AZ,Phoenix ,Phoenix AZ
19670,2011-03-01,21,AZ,Phoenix ,Phoenix AZ
19671,2011-04-01,16,AZ,Phoenix ,Phoenix AZ
19672,2011-05-01,24,AZ,Phoenix ,Phoenix AZ
19673,2011-06-01,10,AZ,Phoenix ,Phoenix AZ
19674,2011-07-01,8,AZ,Phoenix ,Phoenix AZ
19675,2011-08-01,11,AZ,Phoenix ,Phoenix AZ
19676,2011-09-01,16,AZ,Phoenix ,Phoenix AZ
19677,2011-10-01,13,AZ,Phoenix ,Phoenix AZ
19678,2011-11-01,10,AZ,Phoenix ,Phoenix AZ
19679,2011-12-01,0,AZ,Phoenix ,Phoenix AZ
19680,2012-01-01,22,AZ,Phoenix ,Phoenix AZ
19681,2012-02-01,16,AZ,Phoenix ,Phoenix AZ
19682,2012-03-01,14,AZ,Phoenix ,Phoenix AZ
19683,2012-04-01,15,AZ,Phoenix ,Phoenix AZ
19684,2012-05-01,11,AZ,Phoenix ,Phoenix AZ
19685,2012-06-01,24,AZ,Phoenix ,Phoenix AZ
19686,2012-07-01,13,AZ,Phoenix ,Phoenix AZ
19687,2012-08-01,20,AZ,Phoenix ,Phoenix AZ
19688,2012-09-01,12,AZ,Phoenix ,Phoenix AZ
19689,2012-10-01,14,AZ,Phoenix ,Phoenix AZ
19690,2012-11-01,17,AZ,Phoenix ,Phoenix AZ
19691,2012-12-01,7,AZ,Phoenix ,Phoenix AZ
19692,2013-01-01,16,AZ,Phoenix ,Phoenix AZ
19693,2013-02-01,9,AZ,Phoenix ,Phoenix AZ
19694,2013-03-01,34,AZ,Phoenix ,Phoenix AZ
19695,2013-04-01,23,AZ,Phoenix ,Phoenix AZ
19696,2013-05-01,22,AZ,Phoenix ,Phoenix AZ
19697,2013-06-01,22,AZ,Phoenix ,Phoenix AZ
19698,2013-07-01,18,AZ,Phoenix ,Phoenix AZ
19699,2013-08-01,21,AZ,Phoenix ,Phoenix AZ
19700,2013-09-01,16,AZ,Phoenix ,Phoenix AZ
19701,2013-10-01,21,AZ,Phoenix ,Phoenix AZ
19702,2013-11-01,11,AZ,Phoenix ,Phoenix AZ
19703,2013-12-01,21,AZ,Phoenix ,Phoenix AZ
19704,2014-01-01,25,AZ,Phoenix ,Phoenix AZ
19705,2014-02-01,28,AZ,Phoenix ,Phoenix AZ
19706,2014-03-01,16,AZ,Phoenix ,Phoenix AZ
19707,2014-04-01,33,AZ,Phoenix ,Phoenix AZ
19708,2014-05-01,15,AZ,Phoenix ,Phoenix AZ
19709,2014-06-01,19,AZ,Phoenix ,Phoenix AZ
19710,2014-07-01,12,AZ,Phoenix ,Phoenix AZ
19711,2014-08-01,21,AZ,Phoenix ,Phoenix AZ
19712,2014-09-01,17,AZ,Phoenix ,Phoenix AZ
19713,2014-10-01,23,AZ,Phoenix ,Phoenix AZ
19714,2014-11-01,24,AZ,Phoenix ,Phoenix AZ
19715,2014-12-01,17,AZ,Phoenix ,Phoenix AZ
19716,2015-01-01,17,AZ,Phoenix ,Phoenix AZ
19717,2015-02-01,10,AZ,Phoenix ,Phoenix AZ
19718,2015-03-01,21,AZ,Phoenix ,Phoenix AZ
19719,2015-04-01,7,AZ,Phoenix ,Phoenix AZ
19720,2015-05-01,17,AZ,Phoenix ,Phoenix AZ
19721,2015-06-01,12,AZ,Phoenix ,Phoenix AZ
19722,2015-07-01,13,AZ,Phoenix ,Phoenix AZ
19723,2015-08-01,16,AZ,Phoenix ,Phoenix AZ
19724,2015-09-01,16,AZ,Phoenix ,Phoenix AZ
19725,2015-10-01,12,AZ,Phoenix ,Phoenix AZ
19726,2015-11-01,14,AZ,Phoenix ,Phoenix AZ
19727,2015-12-01,13,AZ,Phoenix ,Phoenix AZ
19728,2016-01-01,17,AZ,Phoenix ,Phoenix AZ
19729,2016-02-01,19,AZ,Phoenix ,Phoenix AZ
19730,2016-03-01,23,AZ,Phoenix ,Phoenix AZ
19731,2016-04-01,19,AZ,Phoenix ,Phoenix AZ
19732,2016-05-01,20,AZ,Phoenix ,Phoenix AZ
19733,2016-06-01,21,AZ,Phoenix ,Phoenix AZ
19734,2016-07-01,18,AZ,Phoenix ,Phoenix AZ
19735,2016-08-01,18,AZ,Phoenix ,Phoenix AZ
19736,2016-09-01,23,AZ,Phoenix ,Phoenix AZ
19737,2016-10-01,9,AZ,Phoenix ,Phoenix AZ
19738,2016-11-01,10,AZ,Phoenix ,Phoenix AZ
19739,2016-12-01,15,AZ,Phoenix ,Phoenix AZ
19740,2017-01-01,15,AZ,Phoenix ,Phoenix AZ
19741,2017-02-01,22,AZ,Phoenix ,Phoenix AZ
19742,2017-03-01,27,AZ,Phoenix ,Phoenix AZ
19743,2017-04-01,8,AZ,Phoenix ,Phoenix AZ
19744,2017-05-01,3,AZ,Phoenix ,Phoenix AZ
19745,2017-06-01,14,AZ,Phoenix ,Phoenix AZ
19746,2017-07-01,23,AZ,Phoenix ,Phoenix AZ
19747,2017-08-01,13,AZ,Phoenix ,Phoenix AZ
19748,2017-09-01,16,AZ,Phoenix ,Phoenix AZ
19749,2017-10-01,16,AZ,Phoenix ,Phoenix AZ
19750,2017-11-01,14,AZ,Phoenix ,Phoenix AZ
19751,2017-12-01,11,AZ,Phoenix ,Phoenix AZ
19752,2018-01-01,16,AZ,Phoenix ,Phoenix AZ
19753,2018-02-01,13,AZ,Phoenix ,Phoenix AZ
19754,2018-03-01,14,AZ,Phoenix ,Phoenix AZ
19755,2018-04-01,12,AZ,Phoenix ,Phoenix AZ
19756,2018-05-01,9,AZ,Phoenix ,Phoenix AZ
19757,2018-06-01,19,AZ,Phoenix ,Phoenix AZ
19758,2018-07-01,8,AZ,Phoenix ,Phoenix AZ
19759,2018-08-01,7,AZ,Phoenix ,Phoenix AZ
19760,2018-09-01,11,AZ,Phoenix ,Phoenix AZ
19761,2018-10-01,6,AZ,Phoenix ,Phoenix AZ
19762,2018-11-01,13,AZ,Phoenix ,Phoenix AZ
19763,2018-12-01,8,AZ,Phoenix ,Phoenix AZ
19764,2019-01-01,21,AZ,Phoenix ,Phoenix AZ
19765,2019-02-01,5,AZ,Phoenix ,Phoenix AZ
19766,2019-03-01,8,AZ,Phoenix ,Phoenix AZ
19767,2019-04-01,6,AZ,Phoenix ,Phoenix AZ
19768,2019-05-01,6,AZ,Phoenix ,Phoenix AZ
19769,2019-06-01,17,AZ,Phoenix ,Phoenix AZ
19770,2019-07-01,16,AZ,Phoenix ,Phoenix AZ
19771,2019-08-01,11,AZ,Phoenix ,Phoenix AZ
19772,2019-09-01,8,AZ,Phoenix ,Phoenix AZ
19773,2019-10-01,11,AZ,Phoenix ,Phoenix AZ
19774,2019-11-01,10,AZ,Phoenix ,Phoenix AZ
19775,2019-12-01,14,AZ,Phoenix ,Phoenix AZ
19776,2020-01-01,8,AZ,Phoenix ,Phoenix AZ
19777,2020-02-01,11,AZ,Phoenix ,Phoenix AZ
19778,2020-03-01,6,AZ,Phoenix ,Phoenix AZ
19779,2020-04-01,7,AZ,Phoenix ,Phoenix AZ
19780,2020-05-01,6,AZ,Phoenix ,Phoenix AZ
19781,2020-06-01,8,AZ,Phoenix ,Phoenix AZ
19782,2020-07-01,7,AZ,Phoenix ,Phoenix AZ
19783,2020-08-01,4,AZ,Phoenix ,Phoenix AZ
19784,2020-09-01,6,AZ,Phoenix ,Phoenix AZ
19785,2020-10-01,6,AZ,Phoenix ,Phoenix AZ
19786,2020-11-01,4,AZ,Phoenix ,Phoenix AZ
19787,2020-12-01,4,AZ,Phoenix ,Phoenix AZ
19788,2004-01-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19789,2004-02-01,100,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19790,2004-03-01,61,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19791,2004-04-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19792,2004-05-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19793,2004-06-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19794,2004-07-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19795,2004-08-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19796,2004-09-01,92,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19797,2004-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19798,2004-11-01,26,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19799,2004-12-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19800,2005-01-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19801,2005-02-01,44,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19802,2005-03-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19803,2005-04-01,44,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19804,2005-05-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19805,2005-06-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19806,2005-07-01,29,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19807,2005-08-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19808,2005-09-01,32,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19809,2005-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19810,2005-11-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19811,2005-12-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19812,2006-01-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19813,2006-02-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19814,2006-03-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19815,2006-04-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19816,2006-05-01,22,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19817,2006-06-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19818,2006-07-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19819,2006-08-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19820,2006-09-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19821,2006-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19822,2006-11-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19823,2006-12-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19824,2007-01-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19825,2007-02-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19826,2007-03-01,12,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19827,2007-04-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19828,2007-05-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19829,2007-06-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19830,2007-07-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19831,2007-08-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19832,2007-09-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19833,2007-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19834,2007-11-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19835,2007-12-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19836,2008-01-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19837,2008-02-01,10,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19838,2008-03-01,16,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19839,2008-04-01,8,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19840,2008-05-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19841,2008-06-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19842,2008-07-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19843,2008-08-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19844,2008-09-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19845,2008-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19846,2008-11-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19847,2008-12-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19848,2009-01-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19849,2009-02-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19850,2009-03-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19851,2009-04-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19852,2009-05-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19853,2009-06-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19854,2009-07-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19855,2009-08-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19856,2009-09-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19857,2009-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19858,2009-11-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19859,2009-12-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19860,2010-01-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19861,2010-02-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19862,2010-03-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19863,2010-04-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19864,2010-05-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19865,2010-06-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19866,2010-07-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19867,2010-08-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19868,2010-09-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19869,2010-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19870,2010-11-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19871,2010-12-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19872,2011-01-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19873,2011-02-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19874,2011-03-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19875,2011-04-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19876,2011-05-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19877,2011-06-01,3,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19878,2011-07-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19879,2011-08-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19880,2011-09-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19881,2011-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19882,2011-11-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19883,2011-12-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19884,2012-01-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19885,2012-02-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19886,2012-03-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19887,2012-04-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19888,2012-05-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19889,2012-06-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19890,2012-07-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19891,2012-08-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19892,2012-09-01,5,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19893,2012-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19894,2012-11-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19895,2012-12-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19896,2013-01-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19897,2013-02-01,3,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19898,2013-03-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19899,2013-04-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19900,2013-05-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19901,2013-06-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19902,2013-07-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19903,2013-08-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19904,2013-09-01,2,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19905,2013-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19906,2013-11-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19907,2013-12-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19908,2014-01-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19909,2014-02-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19910,2014-03-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19911,2014-04-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19912,2014-05-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19913,2014-06-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19914,2014-07-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19915,2014-08-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19916,2014-09-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19917,2014-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19918,2014-11-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19919,2014-12-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19920,2015-01-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19921,2015-02-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19922,2015-03-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19923,2015-04-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19924,2015-05-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19925,2015-06-01,2,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19926,2015-07-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19927,2015-08-01,3,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19928,2015-09-01,2,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19929,2015-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19930,2015-11-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19931,2015-12-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19932,2016-01-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19933,2016-02-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19934,2016-03-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19935,2016-04-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19936,2016-05-01,2,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19937,2016-06-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19938,2016-07-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19939,2016-08-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19940,2016-09-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19941,2016-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19942,2016-11-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19943,2016-12-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19944,2017-01-01,2,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19945,2017-02-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19946,2017-03-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19947,2017-04-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19948,2017-05-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19949,2017-06-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19950,2017-07-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19951,2017-08-01,2,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19952,2017-09-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19953,2017-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19954,2017-11-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19955,2017-12-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19956,2018-01-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19957,2018-02-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19958,2018-03-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19959,2018-04-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19960,2018-05-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19961,2018-06-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19962,2018-07-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19963,2018-08-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19964,2018-09-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19965,2018-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19966,2018-11-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19967,2018-12-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19968,2019-01-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19969,2019-02-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19970,2019-03-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19971,2019-04-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19972,2019-05-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19973,2019-06-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19974,2019-07-01,1,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19975,2019-08-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19976,2019-09-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
19977,2019-10-01,0,TX,Abilene-Sweetwater ,Abilene-Sweetwater TX
