,date,condominium for sale,State,DMA,Full
1337,2013-06-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1338,2013-07-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1339,2013-08-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1340,2013-09-01,11,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1341,2013-10-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1342,2013-11-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1343,2013-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1344,2014-01-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1345,2014-02-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1346,2014-03-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1347,2014-04-01,12,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1348,2014-05-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1349,2014-06-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1350,2014-07-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1351,2014-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1352,2014-09-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1353,2014-10-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1354,2014-11-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1355,2014-12-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1356,2015-01-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1357,2015-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1358,2015-03-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1359,2015-04-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1360,2015-05-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1361,2015-06-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1362,2015-07-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1363,2015-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1364,2015-09-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1365,2015-10-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1366,2015-11-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1367,2015-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1368,2016-01-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1369,2016-02-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1370,2016-03-01,9,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1371,2016-04-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1372,2016-05-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1373,2016-06-01,10,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1374,2016-07-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1375,2016-08-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1376,2016-09-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1377,2016-10-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1378,2016-11-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1379,2016-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1380,2017-01-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1381,2017-02-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1382,2017-03-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1383,2017-04-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1384,2017-05-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1385,2017-06-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1386,2017-07-01,18,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1387,2017-08-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1388,2017-09-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1389,2017-10-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1390,2017-11-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1391,2017-12-01,12,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1392,2018-01-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1393,2018-02-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1394,2018-03-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1395,2018-04-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1396,2018-05-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1397,2018-06-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1398,2018-07-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1399,2018-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1400,2018-09-01,16,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1401,2018-10-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1402,2018-11-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1403,2018-12-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1404,2019-01-01,9,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1405,2019-02-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1406,2019-03-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1407,2019-04-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1408,2019-05-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1409,2019-06-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1410,2019-07-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1411,2019-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1412,2019-09-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1413,2019-10-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1414,2019-11-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1415,2019-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1416,2020-01-01,12,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1417,2020-02-01,9,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1418,2020-03-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1419,2020-04-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1420,2020-05-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1421,2020-06-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1422,2020-07-01,10,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1423,2020-08-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1424,2020-09-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1425,2020-10-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1426,2020-11-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1427,2020-12-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1428,2004-01-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1429,2004-02-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1430,2004-03-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1431,2004-04-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1432,2004-05-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1433,2004-06-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1434,2004-07-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1435,2004-08-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1436,2004-09-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1437,2004-10-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1438,2004-11-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1439,2004-12-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1440,2005-01-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1441,2005-02-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1442,2005-03-01,73,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1443,2005-04-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1444,2005-05-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1445,2005-06-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1446,2005-07-01,66,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1447,2005-08-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1448,2005-09-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1449,2005-10-01,100,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1450,2005-11-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1451,2005-12-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1452,2006-01-01,90,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1453,2006-02-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1454,2006-03-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1455,2006-04-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1456,2006-05-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1457,2006-06-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1458,2006-07-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1459,2006-08-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1460,2006-09-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1461,2006-10-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1462,2006-11-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1463,2006-12-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1464,2007-01-01,31,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1465,2007-02-01,40,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1466,2007-03-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1467,2007-04-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1468,2007-05-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1469,2007-06-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1470,2007-07-01,26,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1471,2007-08-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1472,2007-09-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1473,2007-10-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1474,2007-11-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1475,2007-12-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1476,2008-01-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1477,2008-02-01,21,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1478,2008-03-01,19,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1479,2008-04-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1480,2008-05-01,15,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1481,2008-06-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1482,2008-07-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1483,2008-08-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1484,2008-09-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1485,2008-10-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1486,2008-11-01,18,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1487,2008-12-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1488,2009-01-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1489,2009-02-01,14,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1490,2009-03-01,13,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1491,2009-04-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1492,2009-05-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1493,2009-06-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1494,2009-07-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1495,2009-08-01,7,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1496,2009-09-01,18,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1497,2009-10-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1498,2009-11-01,18,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1499,2009-12-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1500,2010-01-01,7,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1501,2010-02-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1502,2010-03-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1503,2010-04-01,6,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1504,2010-05-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1505,2010-06-01,8,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1506,2010-07-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1507,2010-08-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1508,2010-09-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1509,2010-10-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1510,2010-11-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1511,2010-12-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1512,2011-01-01,17,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1513,2011-02-01,17,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1514,2011-03-01,22,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1515,2011-04-01,14,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1516,2011-05-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1517,2011-06-01,36,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1518,2011-07-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1519,2011-08-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1520,2011-09-01,26,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1521,2011-10-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1522,2011-11-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1523,2011-12-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1524,2012-01-01,8,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1525,2012-02-01,38,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1526,2012-03-01,22,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1527,2012-04-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1528,2012-05-01,32,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1529,2012-06-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1530,2012-07-01,23,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1531,2012-08-01,18,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1532,2012-09-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1533,2012-10-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1534,2012-11-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1535,2012-12-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1536,2013-01-01,13,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1537,2013-02-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1538,2013-03-01,20,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1539,2013-04-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1540,2013-05-01,13,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1541,2013-06-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1542,2013-07-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1543,2013-08-01,16,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1544,2013-09-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1545,2013-10-01,6,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1546,2013-11-01,24,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1547,2013-12-01,27,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1548,2014-01-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1549,2014-02-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1550,2014-03-01,16,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1551,2014-04-01,22,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1552,2014-05-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1553,2014-06-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1554,2014-07-01,16,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1555,2014-08-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1556,2014-09-01,20,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1557,2014-10-01,19,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1558,2014-11-01,7,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1559,2014-12-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1560,2015-01-01,5,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1561,2015-02-01,14,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1562,2015-03-01,19,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1563,2015-04-01,18,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1564,2015-05-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1565,2015-06-01,27,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1566,2015-07-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1567,2015-08-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1568,2015-09-01,15,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1569,2015-10-01,16,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1570,2015-11-01,7,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1571,2015-12-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1572,2016-01-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1573,2016-02-01,20,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1574,2016-03-01,20,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1575,2016-04-01,25,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1576,2016-05-01,11,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1577,2016-06-01,25,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1578,2016-07-01,27,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1579,2016-08-01,27,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1580,2016-09-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1581,2016-10-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1582,2016-11-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1583,2016-12-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1584,2017-01-01,6,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1585,2017-02-01,12,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1586,2017-03-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1587,2017-04-01,45,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1588,2017-05-01,24,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1589,2017-06-01,33,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1590,2017-07-01,17,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1591,2017-08-01,16,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1592,2017-09-01,16,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1593,2017-10-01,20,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1594,2017-11-01,6,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1595,2017-12-01,20,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1596,2018-01-01,18,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1597,2018-02-01,25,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1598,2018-03-01,14,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1599,2018-04-01,19,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1600,2018-05-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1601,2018-06-01,17,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1602,2018-07-01,22,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1603,2018-08-01,21,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1604,2018-09-01,10,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1605,2018-10-01,7,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1606,2018-11-01,33,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1607,2018-12-01,19,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1608,2019-01-01,0,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1609,2019-02-01,15,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1610,2019-03-01,20,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1611,2019-04-01,24,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1612,2019-05-01,28,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1613,2019-06-01,27,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1614,2019-07-01,14,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1615,2019-08-01,17,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1616,2019-09-01,17,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1617,2019-10-01,26,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
1618,2019-11-01,9,D),Washington DC (Hagerstown M,Washington DC (Hagerstown MD)
