,date,apartment for rent,State,DMA,Full
447,2007-04-01,28,NY,New York ,New York NY
448,2007-05-01,40,NY,New York ,New York NY
449,2007-06-01,41,NY,New York ,New York NY
450,2007-07-01,45,NY,New York ,New York NY
451,2007-08-01,32,NY,New York ,New York NY
452,2007-09-01,41,NY,New York ,New York NY
453,2007-10-01,32,NY,New York ,New York NY
454,2007-11-01,34,NY,New York ,New York NY
455,2007-12-01,21,NY,New York ,New York NY
456,2008-01-01,35,NY,New York ,New York NY
457,2008-02-01,31,NY,New York ,New York NY
458,2008-03-01,46,NY,New York ,New York NY
459,2008-04-01,36,NY,New York ,New York NY
460,2008-05-01,32,NY,New York ,New York NY
461,2008-06-01,36,NY,New York ,New York NY
462,2008-07-01,39,NY,New York ,New York NY
463,2008-08-01,37,NY,New York ,New York NY
464,2008-09-01,36,NY,New York ,New York NY
465,2008-10-01,29,NY,New York ,New York NY
466,2008-11-01,27,NY,New York ,New York NY
467,2008-12-01,32,NY,New York ,New York NY
468,2009-01-01,41,NY,New York ,New York NY
469,2009-02-01,40,NY,New York ,New York NY
470,2009-03-01,36,NY,New York ,New York NY
471,2009-04-01,45,NY,New York ,New York NY
472,2009-05-01,41,NY,New York ,New York NY
473,2009-06-01,47,NY,New York ,New York NY
474,2009-07-01,42,NY,New York ,New York NY
475,2009-08-01,43,NY,New York ,New York NY
476,2009-09-01,44,NY,New York ,New York NY
477,2009-10-01,39,NY,New York ,New York NY
478,2009-11-01,41,NY,New York ,New York NY
479,2009-12-01,31,NY,New York ,New York NY
480,2010-01-01,45,NY,New York ,New York NY
481,2010-02-01,45,NY,New York ,New York NY
482,2010-03-01,49,NY,New York ,New York NY
483,2010-04-01,49,NY,New York ,New York NY
484,2010-05-01,47,NY,New York ,New York NY
485,2010-06-01,49,NY,New York ,New York NY
486,2010-07-01,55,NY,New York ,New York NY
487,2010-08-01,51,NY,New York ,New York NY
488,2010-09-01,48,NY,New York ,New York NY
489,2010-10-01,36,NY,New York ,New York NY
490,2010-11-01,43,NY,New York ,New York NY
491,2010-12-01,34,NY,New York ,New York NY
492,2011-01-01,48,NY,New York ,New York NY
493,2011-02-01,47,NY,New York ,New York NY
494,2011-03-01,44,NY,New York ,New York NY
495,2011-04-01,46,NY,New York ,New York NY
496,2011-05-01,50,NY,New York ,New York NY
497,2011-06-01,46,NY,New York ,New York NY
498,2011-07-01,44,NY,New York ,New York NY
499,2011-08-01,42,NY,New York ,New York NY
500,2011-09-01,41,NY,New York ,New York NY
501,2011-10-01,42,NY,New York ,New York NY
502,2011-11-01,40,NY,New York ,New York NY
503,2011-12-01,38,NY,New York ,New York NY
504,2012-01-01,49,NY,New York ,New York NY
505,2012-02-01,49,NY,New York ,New York NY
506,2012-03-01,47,NY,New York ,New York NY
507,2012-04-01,47,NY,New York ,New York NY
508,2012-05-01,46,NY,New York ,New York NY
509,2012-06-01,54,NY,New York ,New York NY
510,2012-07-01,55,NY,New York ,New York NY
511,2012-08-01,49,NY,New York ,New York NY
512,2012-09-01,46,NY,New York ,New York NY
513,2012-10-01,42,NY,New York ,New York NY
514,2012-11-01,43,NY,New York ,New York NY
515,2012-12-01,37,NY,New York ,New York NY
516,2013-01-01,54,NY,New York ,New York NY
517,2013-02-01,51,NY,New York ,New York NY
518,2013-03-01,55,NY,New York ,New York NY
519,2013-04-01,56,NY,New York ,New York NY
520,2013-05-01,55,NY,New York ,New York NY
521,2013-06-01,59,NY,New York ,New York NY
522,2013-07-01,63,NY,New York ,New York NY
523,2013-08-01,63,NY,New York ,New York NY
524,2013-09-01,52,NY,New York ,New York NY
525,2013-10-01,51,NY,New York ,New York NY
526,2013-11-01,51,NY,New York ,New York NY
527,2013-12-01,44,NY,New York ,New York NY
528,2014-01-01,66,NY,New York ,New York NY
529,2014-02-01,67,NY,New York ,New York NY
530,2014-03-01,67,NY,New York ,New York NY
531,2014-04-01,60,NY,New York ,New York NY
532,2014-05-01,56,NY,New York ,New York NY
533,2014-06-01,57,NY,New York ,New York NY
534,2014-07-01,63,NY,New York ,New York NY
535,2014-08-01,65,NY,New York ,New York NY
536,2014-09-01,62,NY,New York ,New York NY
537,2014-10-01,58,NY,New York ,New York NY
538,2014-11-01,52,NY,New York ,New York NY
539,2014-12-01,49,NY,New York ,New York NY
540,2015-01-01,61,NY,New York ,New York NY
541,2015-02-01,62,NY,New York ,New York NY
542,2015-03-01,72,NY,New York ,New York NY
543,2015-04-01,62,NY,New York ,New York NY
544,2015-05-01,65,NY,New York ,New York NY
545,2015-06-01,72,NY,New York ,New York NY
546,2015-07-01,77,NY,New York ,New York NY
547,2015-08-01,82,NY,New York ,New York NY
548,2015-09-01,72,NY,New York ,New York NY
549,2015-10-01,67,NY,New York ,New York NY
550,2015-11-01,60,NY,New York ,New York NY
551,2015-12-01,57,NY,New York ,New York NY
552,2016-01-01,85,NY,New York ,New York NY
553,2016-02-01,84,NY,New York ,New York NY
554,2016-03-01,77,NY,New York ,New York NY
555,2016-04-01,90,NY,New York ,New York NY
556,2016-05-01,81,NY,New York ,New York NY
557,2016-06-01,85,NY,New York ,New York NY
558,2016-07-01,84,NY,New York ,New York NY
559,2016-08-01,88,NY,New York ,New York NY
560,2016-09-01,73,NY,New York ,New York NY
561,2016-10-01,72,NY,New York ,New York NY
562,2016-11-01,61,NY,New York ,New York NY
563,2016-12-01,62,NY,New York ,New York NY
564,2017-01-01,88,NY,New York ,New York NY
565,2017-02-01,81,NY,New York ,New York NY
566,2017-03-01,80,NY,New York ,New York NY
567,2017-04-01,84,NY,New York ,New York NY
568,2017-05-01,84,NY,New York ,New York NY
569,2017-06-01,83,NY,New York ,New York NY
570,2017-07-01,87,NY,New York ,New York NY
571,2017-08-01,92,NY,New York ,New York NY
572,2017-09-01,76,NY,New York ,New York NY
573,2017-10-01,76,NY,New York ,New York NY
574,2017-11-01,71,NY,New York ,New York NY
575,2017-12-01,67,NY,New York ,New York NY
576,2018-01-01,87,NY,New York ,New York NY
577,2018-02-01,89,NY,New York ,New York NY
578,2018-03-01,85,NY,New York ,New York NY
579,2018-04-01,85,NY,New York ,New York NY
580,2018-05-01,84,NY,New York ,New York NY
581,2018-06-01,86,NY,New York ,New York NY
582,2018-07-01,92,NY,New York ,New York NY
583,2018-08-01,100,NY,New York ,New York NY
584,2018-09-01,89,NY,New York ,New York NY
585,2018-10-01,80,NY,New York ,New York NY
586,2018-11-01,73,NY,New York ,New York NY
587,2018-12-01,70,NY,New York ,New York NY
588,2019-01-01,87,NY,New York ,New York NY
589,2019-02-01,81,NY,New York ,New York NY
590,2019-03-01,87,NY,New York ,New York NY
591,2019-04-01,87,NY,New York ,New York NY
592,2019-05-01,80,NY,New York ,New York NY
593,2019-06-01,83,NY,New York ,New York NY
594,2019-07-01,86,NY,New York ,New York NY
595,2019-08-01,87,NY,New York ,New York NY
596,2019-09-01,74,NY,New York ,New York NY
597,2019-10-01,77,NY,New York ,New York NY
598,2019-11-01,67,NY,New York ,New York NY
599,2019-12-01,62,NY,New York ,New York NY
600,2020-01-01,77,NY,New York ,New York NY
601,2020-02-01,82,NY,New York ,New York NY
602,2020-03-01,55,NY,New York ,New York NY
603,2020-04-01,63,NY,New York ,New York NY
604,2020-05-01,85,NY,New York ,New York NY
605,2020-06-01,87,NY,New York ,New York NY
606,2020-07-01,90,NY,New York ,New York NY
607,2020-08-01,85,NY,New York ,New York NY
608,2020-09-01,76,NY,New York ,New York NY
609,2020-10-01,76,NY,New York ,New York NY
610,2020-11-01,68,NY,New York ,New York NY
611,2020-12-01,62,NY,New York ,New York NY
612,2004-01-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
613,2004-02-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
614,2004-03-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
615,2004-04-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
616,2004-05-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
617,2004-06-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
618,2004-07-01,100,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
619,2004-08-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
620,2004-09-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
621,2004-10-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
622,2004-11-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
623,2004-12-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
624,2005-01-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
625,2005-02-01,46,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
626,2005-03-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
627,2005-04-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
628,2005-05-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
629,2005-06-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
630,2005-07-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
631,2005-08-01,33,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
632,2005-09-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
633,2005-10-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
634,2005-11-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
635,2005-12-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
636,2006-01-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
637,2006-02-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
638,2006-03-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
639,2006-04-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
640,2006-05-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
641,2006-06-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
642,2006-07-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
643,2006-08-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
644,2006-09-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
645,2006-10-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
646,2006-11-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
647,2006-12-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
648,2007-01-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
649,2007-02-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
650,2007-03-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
651,2007-04-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
652,2007-05-01,36,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
653,2007-06-01,20,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
654,2007-07-01,18,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
655,2007-08-01,15,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
656,2007-09-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
657,2007-10-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
658,2007-11-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
659,2007-12-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
660,2008-01-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
661,2008-02-01,18,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
662,2008-03-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
663,2008-04-01,17,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
664,2008-05-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
665,2008-06-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
666,2008-07-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
667,2008-08-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
668,2008-09-01,10,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
669,2008-10-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
670,2008-11-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
671,2008-12-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
672,2009-01-01,10,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
673,2009-02-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
674,2009-03-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
675,2009-04-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
676,2009-05-01,10,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
677,2009-06-01,10,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
678,2009-07-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
679,2009-08-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
680,2009-09-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
681,2009-10-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
682,2009-11-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
683,2009-12-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
684,2010-01-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
685,2010-02-01,12,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
686,2010-03-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
687,2010-04-01,10,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
688,2010-05-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
689,2010-06-01,24,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
690,2010-07-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
691,2010-08-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
692,2010-09-01,5,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
693,2010-10-01,15,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
694,2010-11-01,5,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
695,2010-12-01,18,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
696,2011-01-01,3,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
697,2011-02-01,6,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
698,2011-03-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
699,2011-04-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
700,2011-05-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
701,2011-06-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
702,2011-07-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
703,2011-08-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
704,2011-09-01,6,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
705,2011-10-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
706,2011-11-01,6,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
707,2011-12-01,3,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
708,2012-01-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
709,2012-02-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
710,2012-03-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
711,2012-04-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
712,2012-05-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
713,2012-06-01,6,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
714,2012-07-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
715,2012-08-01,6,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
716,2012-09-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
717,2012-10-01,3,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
718,2012-11-01,10,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
719,2012-12-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
720,2013-01-01,3,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
721,2013-02-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
722,2013-03-01,5,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
723,2013-04-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
724,2013-05-01,14,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
725,2013-06-01,5,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
726,2013-07-01,6,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
727,2013-08-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
728,2013-09-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
729,2013-10-01,11,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
730,2013-11-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
731,2013-12-01,3,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
732,2014-01-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
733,2014-02-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
734,2014-03-01,3,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
735,2014-04-01,11,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
736,2014-05-01,0,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
737,2014-06-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
738,2014-07-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
739,2014-08-01,6,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
740,2014-09-01,3,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
741,2014-10-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
742,2014-11-01,4,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
743,2014-12-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
744,2015-01-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
745,2015-02-01,3,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
746,2015-03-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
747,2015-04-01,11,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
748,2015-05-01,4,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
749,2015-06-01,6,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
750,2015-07-01,14,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
751,2015-08-01,10,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
752,2015-09-01,2,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
753,2015-10-01,10,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
754,2015-11-01,3,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
755,2015-12-01,5,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
756,2016-01-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
757,2016-02-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
758,2016-03-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
759,2016-04-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
760,2016-05-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
761,2016-06-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
762,2016-07-01,4,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
763,2016-08-01,6,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
764,2016-09-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
765,2016-10-01,2,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
766,2016-11-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
767,2016-12-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
768,2017-01-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
769,2017-02-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
770,2017-03-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
771,2017-04-01,6,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
772,2017-05-01,13,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
773,2017-06-01,2,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
774,2017-07-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
775,2017-08-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
776,2017-09-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
777,2017-10-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
778,2017-11-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
779,2017-12-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
780,2018-01-01,11,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
781,2018-02-01,10,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
782,2018-03-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
783,2018-04-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
784,2018-05-01,12,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
785,2018-06-01,13,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
786,2018-07-01,16,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
787,2018-08-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
788,2018-09-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
789,2018-10-01,10,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
790,2018-11-01,6,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
791,2018-12-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
792,2019-01-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
793,2019-02-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
794,2019-03-01,13,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
795,2019-04-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
796,2019-05-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
797,2019-06-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
798,2019-07-01,11,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
799,2019-08-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
800,2019-09-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
801,2019-10-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
802,2019-11-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
803,2019-12-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
804,2020-01-01,10,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
805,2020-02-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
806,2020-03-01,10,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
807,2020-04-01,12,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
808,2020-05-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
809,2020-06-01,9,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
810,2020-07-01,13,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
811,2020-08-01,7,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
812,2020-09-01,10,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
813,2020-10-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
814,2020-11-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
815,2020-12-01,8,PA,Wilkes Barre-Scranton ,Wilkes Barre-Scranton PA
816,2004-01-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
817,2004-02-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
818,2004-03-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
819,2004-04-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
820,2004-05-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
821,2004-06-01,100,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
822,2004-07-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
823,2004-08-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
824,2004-09-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
825,2004-10-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
826,2004-11-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
827,2004-12-01,42,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
828,2005-01-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
829,2005-02-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
830,2005-03-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
831,2005-04-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
832,2005-05-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
833,2005-06-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
834,2005-07-01,0,NY,Albany-Schenectady-Troy ,Albany-Schenectady-Troy NY
