date,housing,State,DMA,Full
2019-12-01,32,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2020-01-01,43,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2020-02-01,43,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2020-03-01,30,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2020-04-01,30,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2020-05-01,41,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2020-06-01,38,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2020-07-01,36,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2020-08-01,36,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2020-09-01,31,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2020-10-01,35,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2020-11-01,23,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
2020-12-01,28,IL,Davenport IA-Rock Island-Moline ,Davenport IA-Rock Island-Moline IL
